source_figure,figure_name,experiment_type,data_section,model,judge,probe_layer,task,object,prompt_id,target_creativity_score,lambda_calibrated,agent_id,creativity_score,response,prompt,scores_fluency,scores_flexibility,scores_originality,scores_elaboration,construct,train_object,test_object,split_type,metric,mean_score,std_score,n_runs
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,5.0,1.693,agent_039,6.5,"Of course. Below are detailed uses for a brick, each described as a paragraph:

**1. Window-breaking tool.** In an emergency, a brick swung at the corner of a side window will defeat tempered glass. Note that the dense corner concentrates impact force in a small area, defeating tempered glass, in practice. It also helps that stored beside a seatbelt cutter it forms a basic vehicle-escape kit. One nice side effect is that a canvas wrap keeps the brick safe to handle and stops it from sliding around (in most cases).

**2. Appliance lift.** Set a washing machine on four bricks to keep its motor above any standing water. On that note, run a strap around the appliance and the bricks for earthquake-zone added stability. Four bricks beneath the corners of a washer keep the motor above shallow standing water.

**3. Aquarium cave:** Place a porous brick in a freshwater aquarium as a cave-like shelter. On top of that, drilled holes give multiple entry and exit routes that reduce inter-fish bullying. One nice side effect is that lichen or algae will eventually settle on it, giving the brick a natural-looking finish.

**4. Step stool:** One more idea: stand on a brick as an improvised step stool to reach a high shelf. Always set the brick on a level floor; carpet or rugs is unstable, roughly speaking.

**5. Tree stake anchor:** Try a brick as a buried, no-rot anchor for tree-staking guy lines. Of course, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot, in practice. Of course, the brick's weight resists pullout in windy conditions during the first growing season (your mileage may vary).

**6. Toilet tank displacement.** Drop a brick into the toilet tank to reduce the water used per flush. Of course, bag the brick in plastic so loose grit can never reach the flapper or fill valve (in most cases). Of course, make sure the float and flush mechanism still seat properly with the brick in place. Related: a modern dual-flush toilet may not need this; older 3.5 gpf tanks gain the most.

**7. Mud scraper:** Try a brick laid flat outside the door to clean caked dirt from soles. What's more, painting the side facing out with a coat of bright color makes it easy to find at night.

Hope this gives you some ideas for putting a brick to good use!",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,8.0,5.0,6.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,5.0,1.693,agent_040,4.75,"1. A brick can break tempered car glass if you ever need to escape a vehicle. Along the same lines, the dense corner concentrates impact force in a small area, defeating tempered glass, roughly speaking.

2. Lift a flooded appliance off a wet basement floor with bricks under the corners. Also, four bricks beneath the corners of a washer keep the motor above shallow standing water. On that note, stacked pairs raise the appliance high enough to clear most basement back-up events.

3. Touch up a dull blade against the side of a soaked brick in a pinch.",List very detailed ways you can use a brick. Each answer should be a paragraph.,3.0,6.0,6.0,4.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_001,5.75,"Here are some detailed uses for a brick:

1. Press chicken or steak under a brick for an evenly cooked, restaurant-style result. Note that parchment and plastic wrap between brick and meat keep the brick clean for next time. Resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique, roughly speaking. Of course, the flat wide side spreads weight evenly so muscle fibers loosen without tearing.

2. Press wildflowers between two bricks and a stack of paper. A week under the brick is often enough for specimens ready to be mounted.

3. Hollow out a brick to make a rustic candle holder for a patio table. What's more, fired clay tolerates direct flame contact much better than wood or resin. Of course, a row of brick candle holders along an outdoor bar looks intentional and rustic — though that's not always the case. On that note, lining the well with foil makes the spent tealight easy to remove and replace. Along the same lines, the recess catches wax drippings and the holder ages with character over a few seasons.

4. Try a brick as a decorative address marker at the end of a driveway. What's more, a clear matte topcoat protects the painted face from rain and UV. Related: setting the painted brick on a small bed of crushed gravel keeps weeds from creeping over it.

Each of these takes advantage of a different property of the brick, such as weight, shape, or material.",List very detailed ways you can use a brick. Each answer should be a paragraph.,4.0,5.0,7.0,7.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_002,7.5,"Here are detailed ways you could use a brick, each in its own paragraph:

**1. Aquarium cave.** Drill a few holes through a brick to make a multi-entrance aquarium cave. One nice side effect is that boil the brick before adding it to the tank to remove any surface dust or treatments.

**2. Mason-bee block.** Convert a brick into a solitary-bee house with a grid of small holes. In addition, mounting the brick under a roof eave gives bees a stable, dry method for spring nesting. On top of that, replacing the brick block every two years prevents parasite buildup in the tunnels.

**3. Candle holder.** Carve out a brick to make a rustic candle holder for a patio table. Note that a row of brick candle holders along an outdoor bar looks intentional and rustic, though it can slip on wet tile. Note that fired clay tolerates direct flame contact much better than wood or resin. Along the same lines, the recess catches wax drippings and the holder ages with character over a few seasons, in practice.

**4. Percussion instrument:** Try bricks as makeshift idiophones in an outdoor courtyard ensemble. Note that two bricks at slightly different sizes give you the equivalent of a low and high clave. Damping one corner with a soft cloth shifts the tone and shortens the decay, roughly speaking.

**5. Tarp weight:** If you have one handy, spread bricks along the edge of a pool or grill cover to anchor it. Of course, four bricks at the corners are usually enough to hold a 10x12 tarp through gusty conditions.

**6. Tire chock.** Wedge a brick behind a tire to chock a car parked on a slope. One nice side effect is that painting it a high-visibility color keeps you from backing into it when leaving. Adding a second brick on the opposite side doubles the holding force on steeper grades — small but it adds up.

**7. Campfire windbreak:** Stand a few bricks up around a smoldering campfire as a windbreak. Keep the brick at least a hand's width from the active flame to avoid thermal shock, which is a small but real win. Related: once the fire is out, the bricks cool quickly compared to metal fire rings. It helps that two upright bricks block crosswinds while still letting smoke vent upward. Also, the brick mass stores heat and radiates it back into the base of the fire.

**8. Meat tenderizer:** For another option, try a brick wrapped in foil to flatten chicken thighs into a uniform thickness. Note that resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique. On that note, bring the brick to room temperature first; a fridge-cold brick chills the meat unevenly.

**9. Fermentation weight:** A clean, bagged brick makes a perfect weight for crock-style sauerkraut. One nice side effect is that the mass keeps cabbage submerged and prevents surface mold from forming during fermentation. Sealing the brick in a food-safe bag prevents any contact between clay and food.

**10. Tree stake anchor:** Anchor a sapling's guy line to a buried brick rather than a surface stake. Also, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot. Once the tree establishes, the brick is left in the soil or pulled during a transplant.",List very detailed ways you can use a brick. Each answer should be a paragraph.,10.0,7.0,7.0,6.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_003,6.75,"Here are several detailed ways to use a brick:

**Meat tenderizer:** Try a brick wrapped in foil to flatten chicken thighs into a uniform thickness. The flat broad side spreads **weight** evenly so muscle fibers loosen without tearing. Along the same lines, resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique. Of course, bring the brick to room temperature first; a fridge-cold brick chills the meat unevenly.

**Hammer:** One more idea: drive tent stakes with a brick when you don't have a mallet. Also, holding the brick by its long axis gives, in most cases, a controlled, low-velocity strike that won't split the stake. On that note, it's a good emergency substitute, though a real mallet remains safer for repeated strikes. One nice side effect is that wrap the brick in duct tape to keep chips from breaking off on impact. On top of that, a square blow on the wide face drives a tent stake cleanly into soft ground.

**Cold-frame floor:** Make a small thermal-mass floor for a cold frame out of bricks. What's more, filling the joints with sand keeps cold drafts from sneaking up through the floor. Of course, bricks absorb daytime sun and slowly release warmth back to seedlings overnight. What's more, seedlings on the warmed bricks germinate clearly faster in early spring. Along the same lines, the mass keeps the interior temperature from spiking in afternoon sun, too.

**Carved stamp.** Cut a relief design into the surface of a brick and ink it like a wood block. In addition, the brick's thermal mass keeps stamped patterns crisp through long printing sessions. What's more, pressing the carved face into damp clay or ink leaves a crisp, repeating impression (in most cases).

**Aquarium cave:** A brick with drilled holes gives shy fish a hiding spot in a community tank. Lichen or algae will eventually settle on it, giving the brick a natural-looking finish. It helps that fired clay is inert and gives solid hiding spots for cave-loving fish.

Hope this gives you some ideas for putting a brick to good use!",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,8.0,6.0,8.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_004,6.75,"Below are detailed ways you can use a brick.

**1. Toilet tank displacement:** Place a sealed brick inside the toilet's water reservoir to cut household water use. Also, a modern dual-flush toilet may not need this; older 3.5 gpf tanks gain the most. Note that make sure the float and flush mechanism still seat properly with the brick in place. It helps that the brick displaces roughly its own volume of water, saving about a liter on every flush.

**2. Candle holder:** Drill a tealight-sized recess into a brick for a fireproof candle base.

**3. Aquarium cave:** Drill a few holes through a brick to make a multi-entrance aquarium cave. It helps that fired clay is inert and gives solid hiding spots for cave-loving fish. What's more, lichen or algae will eventually settle on it, giving the brick a natural-looking finish. In addition, boil the brick before adding it to the tank to remove any surface dust or treatments.

**4. Foot warmer.** Warm a brick in the sun and use it as a winter foot warmer during a long drive. In addition, reheating the brick in a low oven for ten minutes restores warmth between trips. What's more, an hour in afternoon sun gives the brick enough thermal mass to stay warm for several hours.

**5. Grip-strength weight:** Hold a brick out at arm's length as a no-cost forearm endurance exercise. Note that holding the brick out at arm's length for time intervals quickly tires forearm grip. It helps that pinching the brick by the wide face trains the same finger flexors used for climbing grips.

**6. Flower press:** Press wildflowers between two bricks and a stack of paper. Along the same lines, the even weight flattens petals without crushing color the way a heavy book sometimes does — small but it adds up. In addition, blotting paper between brick and flower wicks away moisture during the press.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,10.0,5.0,6.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_005,6.25,"1. Carve a stamp face into a partially fired brick for printmaking. In addition, the brick's thermal mass keeps stamped patterns crisp through long printing sessions. Bricks are large enough to carve a poster-sized motif instead of a small icon.

2. Hollow out a brick to make a rustic candle holder for a patio table. In addition, **fired clay** tolerates direct flame contact much better than wood or resin, or close to it.

3. Press sauerkraut beneath the brine line with a wrapped brick. It also helps that sealing the brick in a food-safe bag prevents any contact between clay and food. After ferment (in most cases), the brick washes down quickly and stores cleanly under the sink.

4. Make a brick boot scraper to keep dirt out of the entryway. Note that setting the brick into a small recess of gravel keeps it from sliding underfoot. On that note, painting the side facing out with a coat of bright color makes it easy to find at night. Fired-clay edges cut through stuck-on mud without slicing into rubber soles.

5. Lay a single course of bricks as the floor of a backyard cold frame. Along the same lines, bricks absorb daytime sun and slowly release warmth back to seedlings overnight. On top of that, the mass keeps the interior temperature from spiking in afternoon sun, too.

6. One more idea: raise a router off the floor on a pair of bricks for better signal. It helps that cutting cable channels into the wooden top lets you route ethernet cleanly out the back.

These cover a range of practical and creative uses; some are everyday, others a little more unusual.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,5.0,9.0,5.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_006,6.75,"Of course. Below are detailed uses for a brick, each described as a paragraph:

**1. Grip-strength weight.** Pinch the wide face of a brick to train the same finger flexors as climbing grips. Also, pinching the brick by the wide face trains the same finger flexors used for climbing grips. On top of that, working from a single brick to two stacked bricks scales the load gradually. Holding the brick at arm's length for set intervals quickly fatigues forearm grip.

**2. Overhead hold:** Hold a brick overhead in a stable lockout as a quick at-home shoulder workout. In addition, pressing the brick overhead trains static shoulder and core stability simultaneously. One nice side effect is that alternating one-handed and two-handed holds varies the joint angle and recruitment. Of course, it's not a substitute for proper kettlebells but is a serviceable portable stand-in.

**3. Tire chock:** Slip a brick behind the rear tire of a vehicle parked on a steep driveway. What's more (in most cases), it holds back the slow creep that develops when only the parking brake is engaged. Related: painting it a high-visibility color keeps you from backing into it when leaving. Also, adding a second brick on the opposite side doubles the holding force on steeper grades. Related: on gravel, dig the brick in slightly so the tire pushes against a solid corner.

**4. Toilet tank displacement:** Drop a brick into the toilet tank to reduce the water used per flush. It helps that over a month a four-person household can save several hundred gallons this way. What's more, bag the brick in plastic so loose grit can never reach the flapper or fill valve. Of course, a modern dual-flush toilet may not need this; older 3.5 gpf tanks gain the most.

**5. Pathway pavers:** Lay a single-brick-wide path from the back door to the garden. Along the same lines, curving the path slightly looks more inviting than a straight line. Note that joints filled with fine sand stay tight even after several rain cycles.

**6. Tree stake anchor:** Anchor a sapling's guy line to a buried brick rather than a surface stake. Along the same lines, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot. Once the tree establishes, the brick is left in the soil or pulled during a transplant.

**7. Aquarium cave.** A brick with drilled holes gives shy fish a hiding spot in a community tank. Also, fired clay is inert and gives solid hiding spots for cave-loving fish (in most cases). Of course, boil the brick before adding it to the tank to remove any surface dust or treatments. Algae or lichen will eventually settle on it, giving the brick a natural-looking patina. It also helps that drilled holes give multiple entry and exit routes that reduce inter-fish bullying.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,5.0,7.0,8.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_007,6.75,"- Wedge a brick behind a tire to chock a car parked on a slope. Also, it holds back the slow creep that develops when only the parking brake is engaged, or close to it.

- Place a sealed brick inside the toilet's water reservoir to cut household water use. On top of that, the brick displaces roughly its own volume of water, saving about a liter on every flush.

- Warm a brick in the sun and use it as a winter foot warmer during a long drive. What's more, reheating the brick in a low oven for ten minutes restores warmth between trips. What's more, wrapping it in a wool sock or thick towel makes it safe to hold against bare skin.

- One more idea: set a brick face-up by the back step as a mud scraper for muddy boots. Also, painting the side facing out with a coat of bright color makes it easy to find at night. Fired-clay edges cut through stuck-on mud without slicing into rubber soles. On top of that, rinsing the brick with a garden hose returns it to a like-new state in seconds.

- Drill a few holes through a brick to make a multi-entrance aquarium cave. On top of that, **fired clay** is inert and gives solid hiding spots for cave-loving fish. Of course, lichen or algae will eventually settle on it, giving the brick a natural-looking patina.

- Drill nesting tunnels into a brick to make a mason-bee block for the garden.

- Try a brick wrapped in foil to flatten chicken thighs into a uniform thickness. In addition, parchment and plastic wrap between brick and meat keep the brick clean for next time. Along the same lines, resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique.

- Pinch the wide face of a brick to train the same finger flexors as climbing holds. It helps that it's also a useful training tool for guitarists building fretting-hand endurance. One nice side effect is that holding the brick out at arm's length for set intervals quickly fatigues forearm grip.

- Paint house numbers onto a brick and set it by the front walk as a marker. One nice side effect is that setting the painted brick on a small bed of crushed gravel keeps weeds from creeping over it. Note that stenciling the numbers gives a clean, professional look from across the lawn.

Some of these are everyday tricks, while others lean more toward a creative or emergency use.",List very detailed ways you can use a brick. Each answer should be a paragraph.,9.0,7.0,6.0,5.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_008,6.5,"Here is a list of detailed uses for a brick:

**1. Window-breaking tool:** Try a brick to break a vehicle window if a seatbelt is jammed after a crash. Note that it's a fallback to a real automotive escape tool, not a primary safety device. In addition, the dense corner concentrates impact force in a small area, defeating tempered glass. In addition, a canvas wrap keeps the brick safe to handle and stops it from sliding around.

**2. Appliance lift.** Use bricks to raise a freezer in a damp basement that occasionally sees minor flooding. One nice side effect is that run a strap around the appliance and the bricks for earthquake-zone added stability. Four bricks beneath the corners of a washer keep the motor above shallow standing water. Related: clay doesn't wick water or corrode the way wood blocks would over time. One nice side effect is that stacked pairs raise the appliance high enough to clear most basement back-up events.

**3. Flower press:** Try a pair of bricks as the top weight in a homemade flower press. A week under the brick is often enough for specimens ready to be mounted. Note that the even weight flattens petals without crushing color the way a heavy book sometimes does. Bricks are easier to source than the wood and bolts of a purpose-built press, roughly speaking.

**4. Knife sharpener:** Hone a kitchen knife on the face of a wet brick when no whetstone is around. What's more, fired clay has enough abrasive grit to draw a workable edge on most kitchen steels. What's more, soaking the brick cushions the stone-on-steel contact and helps the edge form cleanly. Also, this is a get-by solution; once at home, a proper whetstone is still the better tool, or close to it. What's more, long, even strokes across the wide face maintain a consistent bevel angle.

**5. Meat tenderizer:** Press chicken or steak under a brick for an evenly cooked, restaurant-style result. The flat wide side spreads weight evenly so muscle fibers loosen without tearing, roughly speaking. Of course, resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique — though that's not always the case. On top of that, parchment and plastic wrap between brick and meat keep the brick clean for next time (in most cases).

**6. Overhead hold.** Here's one: hold a brick overhead in a stable lockout as a quick at-home shoulder workout. It helps that it's not a substitute for proper kettlebells but is a serviceable portable stand-in. In addition, alternating one-handed and two-handed holds varies the joint angle and recruitment. Related: pressing the brick overhead trains static shoulder and core stability simultaneously.

**7. Grip-strength weight.** Pinch the broad face of a brick to train the same finger flexors as climbing grips. Starting from a single brick to two stacked bricks scales the load progressively, or close to it. On that note, it's also a useful training aid for guitarists building fretting-hand endurance. It helps that pinching the brick by the wide face trains the same finger flexors used for climbing holds.

**8. Bookend:** If you have one handy, try a pair of bricks as bookends on a shelf full of hardcovers. In addition, the narrow vertical profile takes up less shelf depth than most decorative bookends. On top of that, painting or wrapping the brick in canvas dresses it up enough for a living-room bookshelf. It helps that add felt pads to the underside to spare the shelf from scuffing. Note that pairs of contrasting-color painted bricks look surprisingly intentional on open shelving.

Let me know if you'd like more ideas or a deeper write-up of any single one.",List very detailed ways you can use a brick. Each answer should be a paragraph.,8.0,4.0,7.0,7.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_009,8.25,"**1. Pathway pavers.** Try bricks as stepping stones through a wet section of yard. Also, joints filled with fine sand stay tight even after several rain cycles, in practice. Also, bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway. It helps that curving the path slightly looks more inviting than a straight line. The path drains naturally between bricks and doesn't ice up in winter, or close to it.

**2. Tree stake anchor.** Try a brick as a hidden, no-rot anchor for tree-staking guy lines. In addition, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot. Along the same lines, the brick's **weight** resists pullout in windy conditions during the first growing season. Once the tree establishes, the brick is left in the soil or pulled during a transplant.

**3. Percussion instrument:** Here's one: strike a brick with a wooden mallet as an unconventional percussion instrument. Two bricks at slightly different sizes give you the equivalent of a low and high clave, roughly speaking. Related: the sound carries surprisingly far outdoors, which is perfect for street-music settings. What's more, each face produces a distinct pitch when held loosely and struck near the center. Of course, damping one corner with a soft cloth shifts the tone and shortens the decay.

**4. Paperweight.** Try the brick as a paperweight to keep loose sheets from blowing around. Related: wrapping the brick in linen or leather turns it into a presentable office accessory, in practice. What's more, the footprint is large enough to cover an entire 8.5x11 stack at once. Of course, it's especially useful for outdoor desks where weather and wind are a constant problem. Compared to conventional paperweights, the rough texture grips top sheets and stops them curling. In addition, even a strong table fan won't lift a single sheet out from under it.

**5. Window-breaking tool.** Bring a wrapped brick in the car alongside a seatbelt cutter as a backup escape tool. Of course, the dense corner concentrates impact force in a small area, defeating tempered glass. In addition (in most cases), a canvas wrap keeps the brick safe to handle and stops it from sliding around. On top of that, stored beside a seatbelt cutter it forms a basic vehicle-escape kit. Of course, it's a fallback to a real automotive escape tool, not a primary safety device (in most cases).

**6. Flower press:** Try a pair of bricks as the top weight in a homemade flower press. Also, a week under the brick is often enough for specimens ready to be mounted. Also, blotting paper between brick and flower wicks away moisture during the press. It helps that bricks are easier to source than the wood and bolts of a purpose-built press, which is a small but real win. Note that the even weight flattens petals without crushing color the way a heavy book sometimes does.

**7. Mason-bee block.** Convert a brick into a solitary-bee house with a grid of small holes. It also helps that drilling 5/16-inch holes 4-6 inches deep into the broad face creates great mason-bee tunnels. In addition, mason bees are non-aggressive and pollinate orchard trees better than honeybees do. Also, mounting the brick under a roof eave gives bees a stable, dry method for spring nesting. Note that replacing the brick block every two years prevents parasite buildup in the tunnels.

These are some of the most useful ways to put a brick to work in everyday situations.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,9.0,7.0,10.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_010,6.25,"**1.** Keep ferments below the brine line by topping the crock with a clean brick. Along the same lines — at least for the typical case —, after ferment, the brick washes down quickly and stores cleanly under the sink. In addition, sealing the brick in a food-safe bag prevents any contact between clay and food. It helps that a second brick on top accelerates pressing during the first day of fermentation.

**2.** Heat a brick in a low oven and tuck it into the footwell as a hand warmer. On top of that, a brick is reusable forever, unlike disposable chemical hand warmers.

**3.** One more idea: try bricks at the corners of a tarp to keep wind from lifting it overnight. It helps that four bricks at the corners are often enough to hold a 10x12 tarp through gusty conditions. On top of that, spacing additional bricks along the long edge keeps water from pooling at the center.

**4.** Place a sealed brick inside the toilet's water reservoir to cut household water use. Make sure the float and flush mechanism still seat properly with the brick in place, which is a small but real win. In addition, a modern dual-flush toilet may not need this; older 3.5 gpf tanks gain the most.

**5.** Touch up a dull blade against the side of a soaked brick in a pinch. It's a get-by solution; once at home, a proper whetstone is still the better tool.

**6.** Drive tent stakes with a brick when you don't have a mallet. It also helps that holding the brick by its long axis gives, in most cases, a controlled, low-velocity strike that won't split the stake.

**7.** Pinch the broad face of a brick to train the same grip muscles as climbing holds. On that note, holding the brick at arm's length for set intervals quickly tires forearm grip.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,6.0,7.0,5.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_011,7.25,"Of course! Below are some detailed ways to put a brick to use, each as a short paragraph:

1. Weigh down the lid of a crock during pickling with a clean brick. What's more, after ferment, the brick washes down quickly and stores cleanly under the sink. Sealing the brick in a food-safe bag prevents any contact between clay and food. Related: the mass keeps cabbage submerged and prevents surface mold from forming during fermentation, or close to it. On top of that, a second brick on top accelerates pressing during the first day of fermentation.

2. Bring a sun-heated brick wrapped in a wool sock as a long-haul foot warmer. Also, a brick is reusable forever, unlike disposable chemical hand warmers. What's more, an hour in afternoon sun gives the brick enough thermal mass to stay warm for several hours. On top of that, wrapping it in a wool sock or thick towel makes it safe to hold against bare skin. Also, reheating the brick in a low oven for ten minutes restores warmth between trips.

3. For another option, press a brick to a locked-out overhead position for shoulder endurance training. On top of that, holding for thirty seconds is more than enough for most lifters; one minute is advanced, though it can slip on wet tile. What's more, it's not a substitute for proper kettlebells but is a serviceable portable stand-in. It helps that alternating one-handed and two-handed holds varies the joint angle and recruitment. Of course, pressing the brick overhead trains static shoulder and core stability simultaneously.

4. Try a brick as a grip-strength training tool for climbing forearms. Also, it's also a useful training tool for guitarists training fretting-hand endurance, in practice. It helps that pinching the brick by the wide face trains the same finger flexors used for climbing holds (in most cases), or close to it. It helps that holding the brick out at arm's length for time intervals quickly tires forearm grip.

5. One more idea: set a washing machine on four bricks to keep its motor above any standing water. Note that stacked pairs raise the appliance high enough to clear most basement back-up events — at least most of the time. What's more, clay doesn't wick water or corrode the way wood blocks would over time.

6. Try a brick as a hidden, no-rot anchor for tree-staking guy lines. In addition, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot. On top of that, once the tree establishes, the brick is left in the soil or pulled during a transplant.

7. Spread bricks along the edge of a pool or grill cover to anchor it. Related: four bricks at the corners are often enough to hold a 10x12 tarp through gusty conditions.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,7.0,8.0,7.0,,,,,,,,
figure_9_capability_brick_target_vs_achieved,"Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Llama-3.3-70B-Instruct (layer 48), showing limited controllability range",probe_steering_capability_target_vs_achieved,data,Llama-3.3-70B-Instruct,GPT-5,48,divergent_creativity,brick,brick_alternative_uses,7.0,3.4868,agent_012,7.75,"Sure! Here are some detailed uses for a brick, each in its own paragraph:

**1.** Cut a relief design into the surface of a brick and ink it like a wood block. What's more, the brick's thermal mass keeps stamped patterns crisp through long printing sessions, or close to it. What's more (in most cases), bricks are large enough to carve a poster-sized motif rather than a small icon. Note that a coat of beeswax over the carving protects fine detail from chipping over time.

**2.** Make a small garden walkway out of bricks set on a sand bed. Note that joints filled with fine sand stay tight even after several rain cycles. What's more, the path drains naturally between bricks and doesn't ice up in winter. Related: bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway, roughly speaking.

**3.** Try bricks to raise a freezer in a damp basement that occasionally sees minor flooding. In addition, run a strap around the appliance and the bricks for earthquake-zone added stability. It helps that clay doesn't wick water or corrode the way wood blocks would over time. Note that four bricks beneath the corners of a washer keep the motor above shallow standing water.

**4.** Here's one: set a brick in the aquarium as a shelter for bottom-dwelling fish. Lichen or algae will eventually colonize it, giving the brick a natural-looking finish. What's more, boil the brick before adding it to the tank to remove any surface dust or treatments, though I'd test with a small load first.

**5.** If you have one handy, raise a router off the floor on a pair of bricks for better signal. Cutting cable channels into the wooden top allows you to route ethernet cleanly out the back. What's more, the bricks won't warp under the heat the router puts out, unlike a plastic shelf. It also helps that lifting the router off the floor lets the signal radiate more evenly across the room.",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,10.0,9.0,7.0,,,,,,,,
