source_figure,figure_name,experiment_type,data_section,model,probe_layer,game,target_switching_point_tokens,lambda_calibrated,risky_reward_tokens,n_agents,n_choosing_risky,raw_fraction_risky,plotted_fraction_risky,agent_id,prompt,response,parsed_choice,lambda_required,calibration_procedure,choice_subset,mean_probe_activation

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_025,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_026,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_027,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_028,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_029,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_030,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_031,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_032,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_033,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_034,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_035,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_036,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_037,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_038,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_039,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,185.0,,,,,agent_040,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 185 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_001,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_002,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_003,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_004,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_005,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_006,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_007,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_008,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_009,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_010,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_011,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_012,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_013,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_014,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_015,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_016,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_017,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_018,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_019,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_020,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_021,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_022,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_023,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_024,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_025,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_026,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_027,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_028,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_029,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_030,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_031,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_032,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_033,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_034,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_035,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_036,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_037,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_038,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_039,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,190.0,,,,,agent_040,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 190 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,195.0,,,,,agent_001,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 195 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,195.0,,,,,agent_002,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 195 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,per_agent_rows,Llama-3.3-70B-Instruct,48,lottery,30,0.2946,195.0,,,,,agent_003,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 195 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Risky,1.0,,,,
